distance matrix	Population:	AFR___ACB	AFR___ASW	AFR___ESN	AFR___GWD	AFR___LWK	AFR___MSL	AFR___YRI	AMR___CLM	AMR___MXL	AMR___PEL	AMR___PUR	EAS___CDX	EAS___CHB	EAS___CHS	EAS___JPT	EAS___KHV	EUR___CEU	EUR___FIN	EUR___GBR	EUR___IBS	EUR___TSI	SAS___BEB	SAS___GIH	SAS___ITU	SAS___PJL	SAS___STU
ENSG00000167397___VKORC1__dist_max___BOOT27	0.9998172235355521	0.9988907034735284	1.003113570411435	0.9829871460006542	1.0037626152111014	1.013378953538279	1.0012136152047773	0.9965538794201797	1.0127083052429506	0.9921003013322834	0.9879877393187058	1.0017164552894122	1.0058621094454243	0.9841508557981508	1.003594281420738	0.9948218717571312	0.9968969130872947	1.0131862459541052	1.004352806228585	0.9960617543154546	1.0065538151917224	1.0004566352472806	0.9979182413742839	0.9989486746402038	1.0066661666848202	0.9885030404654321	0.9935888142502343	
ENSG00000167397___VKORC1__dist_max___BOOT28	0.9996651599425576	1.0005147621268171	1.0046417575493904	0.984381962243747	1.0031473987762431	1.0111889087493888	0.9997788263778182	0.9976211551489537	1.0086519646806444	0.9913659001628986	0.9878101798674652	1.0018178566003222	1.0087541883412459	0.9858284375035169	1.0026212149743026	0.9932792192693937	0.9963315555372414	1.0134598555829257	1.0028400439254535	0.9970407008225997	1.0051352889396352	1.0001833128885642	0.996704713804035	0.9983372956030864	1.006277272647858	0.9905044054684308	0.9951137783852632	
ENSG00000167397___VKORC1__dist_max___BOOT29	0.9996636190114139	0.9998270263663394	1.0054284998211505	0.9836897933621508	1.0049241008989742	1.008709384601832	1.001322197756652	0.9988134380843293	1.0111053928345282	0.9932230178427837	0.9859195121079204	1.001949155219645	1.0060743182962026	0.9869347328074402	1.003481374239773	0.9966400531029933	0.9959353966950616	1.0129635592955273	1.0026235085574762	0.9959341550085172	1.0037874853667759	1.000154875566363	0.9976029622214382	0.998325571412149	1.0053124262224145	0.9891579417229764	0.9945278094744481	
ENSG00000167397___VKORC1__dist_max___BOOT30	0.9995993293414261	1.001455852456048	1.0057645205843078	0.9852031535851513	1.004984032345885	1.0106001422965971	1.0014246346544802	0.9966131936185416	1.00961942442228	0.9936370393014572	0.9837401662804108	1.0030430677374256	1.0051051745448216	0.9867333802195574	1.0032530161431945	0.9953925645972604	0.9932654600884031	1.0112969682542174	1.003259459543723	0.9947590438678272	1.0062103245922507	0.9982083359660983	0.9964654398572976	0.9990861990631121	1.0064357230507752	0.9891667880059674	0.9972752660952847	
ENSG00000167397___VKORC1__dist_max___BOOT31	0.999697820497901	0.9997190073319014	1.0043682409495587	0.9885637378008432	1.0037506856991922	1.0113102909535743	1.001793406668445	0.9949522441514109	1.0097235830709284	0.9924528609168394	0.985286408128843	1.005226088099818	1.0049826857559085	0.9885465026239344	1.003440045185104	0.9960331072464479	0.9925405974511589	1.011631811769014	1.0040370592331564	0.9951671969626272	1.0064366778418554	0.9983738348990118	0.9948472288769262	0.9954944439967971	1.00691842618279	0.9906433541894021	0.9968644518006087	
ENSG00000167397___VKORC1__dist_max___BOOT32	0.9997744134363459	1.0004455569666764	1.003084476052096	0.9873901985175692	1.0043593868502991	1.0097464893879677	1.0033309435988285	0.9965051915018411	1.010860529744913	0.9936741996480692	0.9864624218108418	1.0046894694441402	1.0039530133383334	0.9878893334627479	1.0038863641600055	0.9964355242863838	0.9938742396303856	1.0114275240846307	1.0042898046499038	0.9948576008730289	1.0073321020568429	0.9963390701665781	0.994937058067526	0.9974725013427677	1.0071673525369658	0.9881562484748336	0.9967386862837189	
ENSG00000167397___VKORC1__dist_max___BOOT33	0.9997873032066362	1.0010416812162517	1.0020315509400193	0.9886766196058207	1.0029867497693123	1.0083149999171823	1.0029384193151225	0.9988312406999392	1.012387381951912	0.9915906620497439	0.9866508791477316	1.0064957011986804	1.0042108845903124	0.988186864042392	1.0030245977985608	0.9979235738111921	0.9947171832628121	1.0104106479292396	1.0029190139569744	0.9928840013220317	1.0064524008106928	0.9970804504482631	0.9957548307534314	0.9982835616372301	1.007113955752711	0.9858992224557456	0.9965923451585416	
ENSG00000167397___VKORC1__dist_max___BOOT34	0.9998381685337766	1.0015651760101836	1.0006744810036452	0.9900251732752893	1.0020014874642287	1.0079635166126528	1.0054913156887455	0.9998546040168184	1.010608087292862	0.9918427473274719	0.9861531905201234	1.0054679528837451	1.0021098387979104	0.9875688413844935	1.002854931936054	0.9983314040602429	0.9945666638125897	1.0108754100187993	1.0030057962890018	0.9949850498627216	1.0068298687951014	0.997905338594054	0.9956633935193384	0.9982001186887292	1.006796516942119	0.986573200864272	0.9960813353429152	
ENSG00000167397___VKORC1__dist_max___BOOT35	0.9999354363387862	1.0004019664083306	1.000686802932489	0.9907717640028975	1.0026838206847648	1.007535291210941	1.00421893303916	1.0003671673898613	1.012468251555999	0.9930396615134663	0.9883642712753458	1.0054184127334698	1.0038849178587659	0.9893330421495263	1.0040157231776732	0.9972471335060924	0.994776758916963	1.0076528982862372	1.0039131854925136	0.9938649502677337	1.0064928811353253	0.9983982314017378	0.9936539374477457	0.9972059605149877	1.0081370819525468	0.9855659691512795	0.9961514439919164	
ENSG00000167397___VKORC1__dist_max___BOOT36	0.9999758502074099	0.9997244481174701	1.0005388348051243	0.9910478418858982	1.0012748189766858	1.0069330937251193	1.0041270757375662	1.0010061257287948	1.012679878398552	0.9918272144918094	0.9895355983492996	1.0056408031301347	1.0050346039015576	0.9913052159259623	1.0033714130966636	0.9962210714264902	0.9958289377041905	1.009495185970291	1.004552610503752	0.9928988705998982	1.0061106466238998	0.996100783109187	0.9931527256507574	0.9974715786818629	1.0095821674444139	0.9853315341657203	0.9964490641162221	
ENSG00000167397___VKORC1__dist_max___BOOT37	0.9999875027453599	1.0002196434000024	0.998735298869865	0.9917256452056257	0.9985881210126748	1.0084918332450277	1.0009599222743761	1.0005300816154317	1.0121374489663815	0.9932709992039617	0.9902007297406407	1.0057843048249462	1.003599851378684	0.9914879699709952	1.0052206362788059	0.9977940691095608	0.9938124003798785	1.0093786697003688	1.006535402447868	0.9941783204473069	1.005090728001004	0.997724013203137	0.9935912384003788	0.9979615369897963	1.008498115153766	0.9856096628459884	0.9954013119967948	
ENSG00000167397___VKORC1__dist_max___BOOT38	0.9999359340398281	1.0011784043625378	0.9995652253883086	0.9899266704666473	0.9985928269992193	1.0090834207268198	1.0019357445975114	1.0005961213789476	1.0118733634564434	0.9943899677102815	0.988212395617551	1.0070294370741777	1.0036507427196326	0.9918966310773156	1.0048103688483792	0.9993237673895308	0.9930723623751478	1.008950536088508	1.004966333026119	0.9938952931912246	1.0050970761580758	0.9981710028056208	0.9948712420763113	0.9987160689322296	1.0066378004365497	0.9832861463159587	0.9962733579779913	
ENSG00000167397___VKORC1__dist_max___BOOT39	0.999898263649754	1.000988912542424	1.0004519861849204	0.9906861479445568	0.998762701434556	1.0087579475632864	1.0038077412062096	1.000861415482521	1.0117735069288782	0.9934218318334198	0.9903552527186997	1.0069777909101105	1.002937243917038	0.9921512537399964	1.003693677356167	0.9998389709826284	0.992982933266435	1.0099639859837393	1.004574250690138	0.9933963686793886	1.0032968454915816	0.995844848642296	0.9957338376067192	0.9979689724196421	1.0071634368834492	0.9847228077596687	0.9971084746895872	
ENSG00000167397___VKORC1__dist_max___BOOT40	0.999818190400755	1.0002659552569595	1.0016190120230868	0.9912023161339847	0.9971512623079833	1.0079074380296928	1.0022846172691655	1.0017561582863341	1.0121193327337838	0.994652512314282	0.9907546686670027	1.0051012367526937	1.0020815485376597	0.991483969040094	1.0034480699087869	1.001078135086572	0.9937971151962985	1.0110814366137852	1.0049670689136492	0.9927102585165147	1.0035964875350363	0.9967846032630595	0.9953448319404076	0.9962472347658545	1.0066261209163139	0.9860915258911472	0.9983652617936742	
ENSG00000167397___VKORC1__dist_max___BOOT41	0.9998263375694064	1.0016281887657317	1.00065164460917	0.9910805452473483	0.9963614647173952	1.0065657564357111	1.0013394477322197	1.0004398615542653	1.0118235785645506	0.9954116442912557	0.9919258771565316	1.004402633374604	1.0032341564297316	0.9915611813474371	1.0045077335284134	1.0016331891022894	0.992292354452143	1.0110735273673868	1.0061527711429479	0.9929973630644555	1.0027400912779814	0.997771099813637	0.9948369556201263	0.9959618563957289	1.0080101704384858	0.9864198752862281	0.9978396302015627	
ENSG00000167397___VKORC1__dist_max___BOOT42	0.999742161061355	1.0006798301623079	1.0018030004970773	0.992232923221672	0.9954684190718499	1.0074482963948235	1.000829644934139	0.9990055448505569	1.0107046798020385	0.9954808923309749	0.9926966709369909	1.0013080965334615	1.0038903178735445	0.9913704144396539	1.0033059694692352	1.002484560392136	0.9937604463303933	1.0091417467156538	1.0067484416840038	0.9928655219177566	1.002801640810481	0.9976955011489389	0.9959730303301466	0.995698773588445	1.009360865911293	0.9869298437746934	0.9992400016849374	
ENSG00000167397___VKORC1__dist_max___BOOT43	0.9998261022699217	1.0001063088346933	1.002025995712345	0.9935719571468118	0.9957832878602157	1.0067725336254794	1.0005199997247505	0.9999659345090791	1.010851812062484	0.9950274822723733	0.9936788976861197	1.0009610730636904	1.0040558009851666	0.9914665506991405	1.003858168501146	1.0022239431761963	0.9935171856082236	1.008431552797232	1.006175296552277	0.9927200958443659	1.0027061797041663	0.9980479997951603	0.9958957491609061	0.9956840842337573	1.009638509823055	0.988765176578415	0.9986351254835616	
ENSG00000167397___VKORC1__dist_max___BOOT44	0.9998022390973774	1.0004725823265075	1.0034829507987026	0.9922596796708687	0.9970767338111332	1.0060071594134077	1.00028931631147	1.0006693916570952	1.0103018914611737	0.9946938255517009	0.9928383724285935	0.9998090741166205	1.0040454927212221	0.9918861934577028	1.0028014840331647	1.0024467171304885	0.9921021569169363	1.0087641338286941	1.0042452233076675	0.9948581039942211	1.0017098206600497	0.9987135623154387	0.9956028440517999	0.9966467918780199	1.0099241565269073	0.9894413333756593	0.9995032739774966	
ENSG00000167397___VKORC1__dist_max___BOOT45	0.9998879313120305	0.999893436286065	1.0012712910520212	0.9931172118671553	0.9978537268168642	1.0053449099455294	0.9998778308013776	0.9996651672523632	1.0107911308598432	0.9913956277233077	0.992275086768308	0.9993757269465339	1.0042239035396208	0.9940940334768047	1.002827269814883	1.0031233976355032	0.9917541175825936	1.0098849239913419	1.0029995925642465	0.9974605825700406	1.0022550714954936	0.9995179447956966	0.9941561995631574	0.9972468608455309	1.0087787776918071	0.988730328773633	0.9989662345953927	
ENSG00000167397___VKORC1__dist_max___BOOT46	0.999742830834829	0.9982886557322971	1.000617140780007	0.9941153765245808	0.9973581691195115	1.004580639889617	1.0002121605840293	0.9994932071246929	1.011099808773453	0.9933706799205757	0.9927303559206994	0.9986881097350814	1.0039610277100928	0.9932804590893113	1.002041689383418	1.0043799878429893	0.9923756356047579	1.0102391334068368	1.0012663790746297	0.9970050063071544	1.0024945123139135	1.000017902719805	0.9940582715545951	0.9978355101192254	1.0082816061104993	0.9873757286036797	0.9996506198416677	
ENSG00000167397___VKORC1__dist_max___BOOT47	0.9998149448317154	0.997729932053786	1.0003325162366297	0.9934318449302092	0.998742876718981	1.005622538518779	0.9992102857401762	0.9990597916467948	1.011036963139735	0.9942880972828134	0.9921539437078449	0.9983146605899482	1.0031303201891328	0.9947726327062065	1.0036273406054077	1.0043712758305043	0.9918792848203744	1.009957670592874	1.00196803908237	0.9978940165182046	1.0029994290066846	0.9992916128762787	0.9944082268648706	0.9971538927027578	1.0085531426320367	0.9868669919421454	0.9989776505314825	
ENSG00000167397___VKORC1__dist_max___BOOT48	0.9998403326402399	0.9979147564582671	1.0013884088254241	0.9926201248922417	0.9993072196371587	1.0069840778265797	0.9979588913963805	0.9995196173175434	1.0110961614618847	0.9945083054225468	0.9930448631639283	0.997191462441575	1.0036910878123677	0.9954779345790064	1.0048200936319842	1.0030824818678807	0.9910765471865278	1.0102701042644882	1.0012888826602768	0.9988616057795082	1.0019059594768491	0.9992069192003137	0.9939573332786129	0.9967717532131709	1.0089026624268442	0.9862369382067222	1.0001607580857665	
ENSG00000167397___VKORC1__dist_max___BOOT49	0.9997560074770115	0.9976470993812793	1.0013298898929004	0.992850346969131	0.999958524625235	1.0073204675280343	0.9980541965380266	0.9998009274807531	1.011482782231633	0.9949741318211729	0.9946354483732045	0.9967611184781876	1.0027518017289438	0.995031205001227	1.0055781136194777	1.0029467331092634	0.9912027919997622	1.0082979164286787	1.0003246266240495	0.9989126835459438	1.002659658312154	0.9988333162162701	0.9953767917149245	0.9961422201351111	1.008459141247369	0.9861488614474692	0.9989845299679717	
ENSG00000167397___VKORC1__dist_max___BOOT50	0.9997842415720556	0.9959243204313591	1.002258514418369	0.9924404616410737	0.9990091389376817	1.0069960564129115	0.9974409125094963	0.9986196106264513	1.0112337102429625	0.9942682041634419	0.9949495491558626	0.9977048316296655	1.0035841484174832	0.9953405994803415	1.0056216004377079	1.0026718597738546	0.9910136277885268	1.0088222198231345	1.0008937948227317	0.9985009510273549	1.0018091083042748	0.9998501811732337	0.9964486914807053	0.9963921648430732	1.0094060061740386	0.9874162694363772	0.9993049499769887	
